DATE,SUBSCRIBERS_GAINED,SUBSCRIBERS_LOST,VIEWS,WATCH_HOURS,LIKES,SHARES,COMMENTS,TOTAL_SUBSCRIBERS
2017-08-13,140,35,9180,1056,528,70,35,119712
2017-08-14,132,33,5745,663,331,66,33,119811
2017-08-15,135,33,5837,675,337,67,33,119913
2017-08-16,143,35,6186,718,359,71,35,120021
2017-08-17,145,36,6260,728,364,72,36,120130
2017-08-18,139,34,5977,697,348,69,34,120235
2017-08-19,131,32,8437,987,493,65,32,120334
2017-08-20,144,36,9233,1083,541,72,36,120442
2017-08-21,154,38,6553,771,385,77,38,120558
2017-08-22,160,40,6806,803,401,80,40,120678
2017-08-23,143,35,6055,716,358,71,35,120786
2017-08-24,145,36,6136,728,364,72,36,120895
2017-08-25,137,34,5797,689,344,68,34,120998
2017-08-26,151,37,9538,1137,568,75,37,121112
2017-08-27,139,34,8741,1044,522,69,34,121217
2017-08-28,161,40,6722,805,402,80,40,121338
2017-08-29,125,31,5214,626,313,62,31,121432
2017-08-30,147,36,6110,735,367,73,36,121543
2017-08-31,157,39,6519,786,393,78,39,121661
2017-09-01,155,38,6436,777,388,77,38,121778
2017-09-02,194,48,12017,1455,727,97,48,121924
2017-09-03,158,39,9786,1186,592,79,39,122043
2017-09-04,137,34,5663,688,344,68,34,122146
2017-09-05,151,37,6228,758,379,75,37,122260
2017-09-06,126,31,5165,630,315,63,31,122355
2017-09-07,152,38,6224,761,380,76,38,122469
2017-09-08,140,35,5746,703,351,70,35,122574
2017-09-09,167,41,10254,1257,628,83,41,122700
2017-09-10,145,36,8871,1089,544,72,36,122809
2017-09-11,152,38,6180,760,380,76,38,122923
2017-09-12,144,36,5851,721,360,72,36,123031
2017-09-13,180,45,7330,904,452,90,45,123166
2017-09-14,149,37,6040,746,373,74,37,123278
2017-09-15,182,45,7380,913,456,91,45,123415
2017-09-16,167,41,10113,1252,625,83,41,123541
2017-09-17,162,40,9799,1215,607,81,40,123663
2017-09-18,160,40,6459,801,400,80,40,123783
2017-09-19,160,40,6473,804,402,80,40,123903
2017-09-20,125,31,5027,625,312,62,31,123997
2017-09-21,150,37,6053,753,376,75,37,124110
2017-09-22,168,42,6753,841,420,84,42,124236
2017-09-23,154,38,9295,1158,579,77,38,124352
2017-09-24,133,33,8028,1000,499,66,33,124452
2017-09-25,154,38,6196,773,386,77,38,124568
2017-09-26,182,45,7292,910,455,91,45,124705
2017-09-27,175,43,7009,875,437,87,43,124837
2017-09-28,154,38,6196,774,387,77,38,124953
2017-09-29,170,42,6831,853,426,85,42,125081
2017-09-30,150,37,9019,1126,562,75,37,125194
2017-10-01,129,32,7771,970,484,64,32,125291
2017-10-02,141,35,5672,709,354,70,35,125397
2017-10-03,180,45,7232,904,452,90,45,125532
2017-10-04,152,38,6088,760,380,76,38,125646
2017-10-05,152,38,6112,763,381,76,38,125760
2017-10-06,152,38,6084,760,380,76,38,125874
2017-10-07,186,46,11211,1399,699,93,46,126014
2017-10-08,182,45,10961,1368,684,91,45,126151
2017-10-09,191,47,7689,959,479,95,47,126295
2017-10-10,154,38,6201,773,386,77,38,126411
2017-10-11,161,40,6496,809,404,80,40,126532
2017-10-12,133,33,5360,667,333,66,33,126632
2017-10-13,180,45,7263,903,451,90,45,126767
2017-10-14,139,34,8397,1042,520,69,34,126872
2017-10-15,161,40,9729,1207,603,80,40,126993
2017-10-16,140,35,5662,702,351,70,35,127098
2017-10-17,148,37,5995,743,371,74,37,127209
2017-10-18,144,36,5848,724,362,72,36,127317
2017-10-19,148,37,6005,742,371,74,37,127428
2017-10-20,149,37,6062,748,374,74,37,127540
2017-10-21,149,37,9102,1122,561,74,37,127652
2017-10-22,171,42,10455,1287,643,85,42,127781
2017-10-23,141,35,5735,705,352,70,35,127887
2017-10-24,162,40,6605,811,405,81,40,128009
2017-10-25,178,44,7267,890,445,89,44,128143
2017-10-26,150,37,6159,753,376,75,37,128256
2017-10-27,147,36,6042,738,369,73,36,128367
2017-10-28,155,38,9562,1165,582,77,38,128484
2017-10-29,178,44,10970,1335,667,89,44,128618
2017-10-30,162,40,6686,812,406,81,40,128740
2017-10-31,151,37,6228,755,377,75,37,128854
2017-11-01,167,41,6914,836,418,83,41,128980
2017-11-02,142,35,5884,710,355,71,35,129087
2017-11-03,170,42,7084,853,426,85,42,129215
2017-11-04,166,41,10385,1248,624,83,41,129340
2017-11-05,155,38,9700,1162,580,77,38,129457
2017-11-06,146,36,6130,733,366,73,36,129567
2017-11-07,146,36,6117,730,365,73,36,129677
2017-11-08,168,42,7094,844,422,84,42,129803
2017-11-09,180,45,7585,901,450,90,45,129938
2017-11-10,150,37,6344,751,375,75,37,130051
2017-11-11,168,42,10666,1260,630,84,42,130177
2017-11-12,127,31,8096,954,477,63,31,130273
2017-11-13,151,37,6444,757,378,75,37,130387
2017-11-14,160,40,6846,802,401,80,40,130507
2017-11-15,146,36,6264,732,366,73,36,130617
2017-11-16,146,36,6267,730,365,73,36,130727
2017-11-17,150,37,6476,753,376,75,37,130840
2017-11-18,166,41,10753,1246,622,83,41,130965
2017-11-19,158,39,10289,1188,594,79,39,131084
2017-11-20,125,31,5445,627,313,62,31,131178
2017-11-21,127,31,5547,637,318,63,31,131274
2017-11-22,152,38,6639,760,380,76,38,131388
2017-11-23,169,42,7419,847,423,84,42,131515
2017-11-24,117,29,5164,588,294,58,29,131603
2017-11-25,154,38,10186,1155,577,77,38,131719
2017-11-26,153,38,10197,1153,576,76,38,131834
2017-11-27,185,46,8204,925,462,92,46,131973
2017-11-28,156,39,6954,781,390,78,39,132090
2017-11-29,168,42,7538,844,422,84,42,132216
2017-11-30,165,41,7392,825,412,82,41,132340
2017-12-01,128,32,5758,641,320,64,32,132436
2017-12-02,175,43,11868,1315,657,87,43,132568
2017-12-03,166,41,11304,1249,624,83,41,132693
2017-12-04,171,42,31134,857,1712,340,168,132822
2017-12-05,227,56,10357,1137,568,113,56,132993
2017-12-06,129,32,5910,647,323,64,32,133090
2017-12-07,191,47,8791,959,479,95,47,133234
2017-12-08,159,39,7312,795,397,79,39,133354
2017-12-09,168,42,11665,1263,631,84,42,133480
2017-12-10,163,40,11334,1224,612,81,40,133603
2017-12-11,157,39,7299,785,392,78,39,133721
2017-12-12,154,38,7218,774,387,77,38,133837
2017-12-13,169,42,7939,848,424,84,42,133964
2017-12-14,139,34,6547,697,348,69,34,134069
2017-12-15,176,44,8332,884,442,88,44,134201
2017-12-16,157,39,11189,1182,591,78,39,134319
2017-12-17,146,36,10399,1095,547,73,36,134429
2017-12-18,157,39,7495,787,393,78,39,134547
2017-12-19,185,46,8872,928,464,92,46,134686
2017-12-20,156,39,7491,781,390,78,39,134803
2017-12-21,171,42,8232,855,427,85,42,134932
2017-12-22,153,38,7397,766,383,76,38,135047
2017-12-23,177,44,12933,1333,666,88,44,135180
2017-12-24,176,44,12900,1326,663,88,44,135312
2017-12-25,196,49,9576,981,490,98,49,135459
2017-12-26,162,40,7973,814,407,81,40,135581
2017-12-27,176,44,8694,884,442,88,44,135713
2017-12-28,167,41,8264,838,419,83,41,135839
2017-12-29,187,46,37132,938,1876,372,184,135980
2017-12-30,154,38,11488,1156,577,77,38,136096
2017-12-31,178,44,13354,1339,669,89,44,136230
2018-01-01,163,40,8158,815,407,81,40,136353
2018-01-02,165,41,8301,827,413,82,41,136477
2018-01-03,168,42,8465,840,420,84,42,136603
2018-01-04,170,42,8636,854,427,85,42,136731
2018-01-05,164,41,8359,824,412,82,41,136854
2018-01-06,170,42,13011,1278,639,85,42,136982
2018-01-07,193,48,14807,1450,724,96,48,137127
2018-01-08,183,45,9403,918,459,91,45,137265
2018-01-09,181,45,9341,909,454,90,45,137401
2018-01-10,159,39,8235,798,399,79,39,137521
2018-01-11,152,38,7892,763,381,76,38,137635
2018-01-12,183,45,9528,918,459,91,45,137773
2018-01-13,182,45,14244,1368,684,91,45,137910
2018-01-14,192,48,15084,1443,721,96,48,138054
2018-01-15,157,39,8267,789,394,78,39,138172
2018-01-16,164,41,8630,821,410,82,41,138295
2018-01-17,140,35,7413,703,351,70,35,138400
2018-01-18,161,40,8551,808,404,80,40,138521
2018-01-19,185,46,9824,926,463,92,46,138660
2018-01-20,160,40,12823,1204,601,80,40,138780
2018-01-21,179,44,14366,1345,672,89,44,138915
2018-01-22,165,41,8862,827,413,82,41,139039
2018-01-23,174,43,9361,871,435,87,43,139170
2018-01-24,149,37,8055,747,373,74,37,139282
2018-01-25,170,42,9211,852,426,85,42,139410
2018-01-26,118,29,6423,592,296,59,29,139499
2018-01-27,166,41,13539,1245,622,83,41,139624
2018-01-28,141,35,11588,1063,531,70,35,139730
2018-01-29,189,47,10379,949,474,94,47,139872
2018-01-30,182,45,10017,914,457,91,45,140009
2018-01-31,177,44,9761,888,444,88,44,140142
2018-02-01,195,48,10781,978,489,97,48,140289
2018-02-02,153,38,8498,769,384,76,38,140404
2018-02-03,199,49,16599,1498,748,99,49,140554
2018-02-04,186,46,15497,1395,697,93,46,140694
2018-02-05,166,41,9257,831,415,83,41,140819
2018-02-06,189,47,10591,948,474,94,47,140961
2018-02-07,151,37,8486,758,379,75,37,141075
2018-02-08,156,39,8781,782,391,78,39,141192
2018-02-09,160,40,9016,801,400,80,40,141312
2018-02-10,161,40,13680,1213,606,80,40,141433
2018-02-11,152,38,12956,1146,573,76,38,141547
2018-02-12,192,48,10871,960,480,96,48,141691
2018-02-13,166,41,9463,833,416,83,41,141816
2018-02-14,177,44,10086,886,443,88,44,141949
2018-02-15,161,40,9213,808,404,80,40,142070
2018-02-16,140,35,8014,701,350,70,35,142175
2018-02-17,176,44,15136,1321,660,88,44,142307
2018-02-18,138,34,11951,1041,520,69,34,142411
2018-02-19,170,42,9810,853,426,85,42,142539
2018-02-20,148,37,8548,742,371,74,37,142650
2018-02-21,206,51,11903,1031,515,103,51,142805
2018-02-22,187,46,10862,939,469,93,46,142946
2018-02-23,174,43,10085,870,435,87,43,143077
2018-02-24,194,48,16902,1456,727,97,48,143223
2018-02-25,157,39,13768,1183,591,78,39,143341
2018-02-26,182,45,10598,910,455,91,45,143478
2018-02-27,176,44,10275,881,440,88,44,143610
2018-02-28,177,44,10364,887,443,88,44,143743
2018-03-01,195,48,11408,975,487,97,48,143890
2018-03-02,185,46,10885,929,464,92,46,144029
2018-03-03,178,44,15685,1336,667,89,44,144163
2018-03-04,144,36,12748,1084,541,72,36,144271
2018-03-05,156,39,9226,784,392,78,39,144388
2018-03-06,171,42,10100,857,428,85,42,144517
2018-03-07,175,43,10342,876,438,87,43,144649
2018-03-08,154,38,9105,770,385,77,38,144765
2018-03-09,215,53,12765,1079,539,107,53,144927
2018-03-10,200,50,17798,1503,751,100,50,145077
2018-03-11,184,46,16413,1384,691,92,46,145215
2018-03-12,175,43,10412,877,438,87,43,145347
2018-03-13,170,42,10135,853,426,85,42,145475
2018-03-14,157,39,9384,789,394,78,39,145593
2018-03-15,175,43,10469,879,439,87,43,145725
2018-03-16,179,44,10672,895,447,89,44,145860
2018-03-17,153,38,13687,1147,573,76,38,145975
2018-03-18,180,45,16173,1354,676,90,45,146110
2018-03-19,172,43,10286,861,430,86,43,146239
2018-03-20,141,35,8466,708,354,70,35,146345
2018-03-21,160,40,9574,800,400,80,40,146465
2018-03-22,168,42,10054,840,420,84,42,146591
2018-03-23,208,52,12482,1042,521,104,52,146747
2018-03-24,185,46,16645,1389,694,92,46,146886
2018-03-25,152,38,13676,1141,570,76,38,147000
2018-03-26,184,46,11046,921,460,92,46,147138
2018-03-27,148,37,8912,743,371,74,37,147249
2018-03-28,195,48,11696,975,487,97,48,147396
2018-03-29,167,41,10065,839,419,83,41,147522
2018-03-30,174,43,10472,872,436,87,43,147653
2018-03-31,199,49,17974,1497,748,99,49,147803
2018-04-01,153,38,13836,1152,576,76,38,147918
2018-04-02,151,37,9113,759,379,75,37,148032
2018-04-03,166,41,9982,831,415,83,41,148157
2018-04-04,195,48,11708,975,487,97,48,148304
2018-04-05,150,37,9000,750,375,75,37,148417
2018-04-06,126,31,7610,634,317,63,31,148512
2018-04-07,169,42,15214,1267,633,84,42,148639
2018-04-08,187,46,16818,1402,700,93,46,148780
2018-04-09,198,49,11905,993,496,99,49,148929
2018-04-10,169,42,10139,846,423,84,42,149056
2018-04-11,170,42,10197,851,425,85,42,149184
2018-04-12,198,49,11864,991,495,99,49,149333
2018-04-13,144,36,8648,722,361,72,36,149441
2018-04-14,171,42,15337,1282,640,85,42,149570
2018-04-15,181,45,16262,1360,679,90,45,149706
2018-04-16,186,46,11116,930,465,93,46,149846
2018-04-17,169,42,10095,845,422,84,42,149973
2018-04-18,178,44,10673,894,447,89,44,150107
2018-04-19,134,33,7988,670,335,67,33,150208
2018-04-20,166,41,9933,834,417,83,41,150333
2018-04-21,186,46,16667,1401,700,93,46,150473
2018-04-22,161,40,14373,1209,604,80,40,150594
2018-04-23,179,44,10685,899,449,89,44,150729
2018-04-24,187,46,11092,935,467,93,46,150870
2018-04-25,173,43,10249,865,432,86,43,151000
2018-04-26,182,45,10788,911,455,91,45,151137
2018-04-27,162,40,9581,810,405,81,40,151259
2018-04-28,175,43,15565,1317,658,87,43,151391
2018-04-29,190,47,16852,1428,714,95,47,151534
2018-04-30,182,45,10746,912,456,91,45,151671
2018-05-01,169,42,9952,846,423,84,42,151798
2018-05-02,183,45,10801,919,459,91,45,151936
2018-05-03,192,48,11310,964,482,96,48,152080
2018-05-04,143,35,8384,716,358,71,35,152188
2018-05-05,201,50,17637,1507,753,100,50,152339
2018-05-06,174,43,15258,1306,652,87,43,152470
2018-05-07,188,47,10962,940,470,94,47,152611
2018-05-08,202,50,11762,1011,505,101,50,152763
2018-05-09,155,38,9053,779,389,77,38,152880
2018-05-10,168,42,9737,840,420,84,42,153006
2018-05-11,175,43,10166,878,439,87,43,153138
2018-05-12,166,41,14453,1251,625,83,41,153263
2018-05-13,212,53,18379,1593,796,106,53,153422
2018-05-14,165,41,9534,828,414,82,41,153546
2018-05-15,171,42,9834,856,428,85,42,153675
2018-05-16,185,46,10611,926,463,92,46,153814
2018-05-17,159,39,9134,798,399,79,39,153934
2018-05-18,174,43,9957,872,436,87,43,154065
2018-05-19,187,46,16020,1407,703,93,46,154206
2018-05-20,175,43,14987,1318,658,87,43,154338
2018-05-21,180,45,10221,901,450,90,45,154473
2018-05-22,172,43,9756,862,431,86,43,154602
2018-05-23,154,38,8726,773,386,77,38,154718
2018-05-24,188,47,10596,941,470,94,47,154859
2018-05-25,214,53,12045,1072,536,107,53,155020
2018-05-26,182,45,15371,1371,685,91,45,155157
2018-05-27,186,46,15660,1401,700,93,46,155297
2018-05-28,195,48,10896,977,488,97,48,155444
2018-05-29,159,39,8879,798,399,79,39,155564
2018-05-30,214,53,11879,1071,535,107,53,155725
2018-05-31,186,46,10335,934,467,93,46,155865
2018-06-01,213,53,11759,1065,532,106,53,156025
2018-06-02,169,42,14023,1273,636,84,42,156152
2018-06-03,216,54,17846,1626,813,108,54,156314
2018-06-04,197,49,10824,989,494,98,49,156462
2018-06-05,193,48,10577,969,484,96,48,156607
2018-06-06,188,47,10235,940,470,94,47,156748
2018-06-07,179,44,9731,896,448,89,44,156883
2018-06-08,206,51,11151,1030,515,103,51,157038
2018-06-09,186,46,15109,1399,699,93,46,157178
2018-06-10,148,37,11941,1110,555,74,37,157289
2018-06-11,163,40,8782,819,409,81,40,157412
2018-06-12,181,45,9679,905,452,90,45,157548
2018-06-13,190,47,10143,951,475,95,47,157691
2018-06-14,183,45,9759,918,459,91,45,157829
2018-06-15,207,51,10984,1036,518,103,51,157985
2018-06-16,148,37,11790,1116,558,74,37,158096
2018-06-17,187,46,14821,1407,703,93,46,158237
2018-06-18,151,37,7950,757,378,75,37,158351
2018-06-19,199,49,10427,996,498,99,49,158501
2018-06-20,183,45,9574,918,459,91,45,158639
2018-06-21,193,48,10045,966,483,96,48,158784
2018-06-22,169,42,8783,847,423,84,42,158911
2018-06-23,209,52,16224,1570,784,104,52,159068
2018-06-24,205,51,15838,1539,769,102,51,159222
2018-06-25,196,49,10094,984,492,98,49,159369
2018-06-26,183,45,9388,918,459,91,45,159507
2018-06-27,196,49,10035,984,492,98,49,159654
2018-06-28,173,43,8789,865,432,86,43,159784
2018-06-29,202,50,10239,1011,505,101,50,159936
2018-06-30,217,54,16436,1629,814,108,54,160099
2018-07-01,206,51,15576,1549,774,103,51,160254
2018-07-02,173,43,8670,865,432,86,43,160384
2018-07-03,193,48,9663,968,484,96,48,160529
2018-07-04,162,40,8096,813,406,81,40,160651
2018-07-05,197,49,9803,988,494,98,49,160799
2018-07-06,195,48,9663,978,489,97,48,160946
2018-07-07,152,38,11244,1141,570,76,38,161060
2018-07-08,165,41,12188,1242,621,82,41,161184
2018-07-09,182,45,8907,911,455,91,45,161321
2018-07-10,181,45,8864,909,454,90,45,161457
2018-07-11,165,41,8011,825,412,82,41,161581
2018-07-12,195,48,9440,975,487,97,48,161728
2018-07-13,192,48,9288,963,481,96,48,161872
2018-07-14,184,46,13287,1383,691,92,46,162010
2018-07-15,173,43,12489,1303,651,86,43,162140
2018-07-16,208,52,9923,1040,520,104,52,162296
2018-07-17,219,54,10437,1098,549,109,54,162461
2018-07-18,179,44,8497,897,448,89,44,162596
2018-07-19,177,44,8358,885,442,88,44,162729
2018-07-20,198,49,9313,990,495,99,49,162878
2018-07-21,182,45,12802,1365,682,91,45,163015
2018-07-22,186,46,13054,1396,697,93,46,163155
2018-07-23,203,50,9452,1015,507,101,50,163308
2018-07-24,153,38,7100,765,382,76,38,163423
2018-07-25,214,53,9903,1071,535,107,53,163584
2018-07-26,190,47,8789,954,477,95,47,163727
2018-07-27,181,45,8343,908,454,90,45,163863
2018-07-28,187,46,12898,1408,703,93,46,164004
2018-07-29,189,47,12928,1417,708,94,47,164146
2018-07-30,157,39,7134,785,392,78,39,164264
2018-07-31,218,54,9890,1091,545,109,54,164428
2018-08-01,190,47,8615,954,477,95,47,164571
2018-08-02,198,49,8936,993,496,99,49,164720
2018-08-03,208,52,9345,1042,521,104,52,164876
2018-08-04,170,42,11462,1281,640,85,42,165004
2018-08-05,199,49,13334,1495,747,99,49,165154
2018-08-06,185,46,8238,927,463,92,46,165293
2018-08-07,206,51,9158,1034,517,103,51,165448
2018-08-08,150,37,6629,751,375,75,37,165561
2018-08-09,189,47,8317,945,472,94,47,165703
2018-08-10,179,44,7874,897,448,89,44,165838
2018-08-11,199,49,13079,1495,747,99,49,165988
2018-08-12,200,50,13094,1501,750,100,50,166138
2018-08-13,177,44,7728,889,444,88,44,166271
2018-08-14,177,44,7706,889,444,88,44,166404
2018-08-15,189,47,8186,947,473,94,47,166546
2018-08-16,174,43,7518,872,436,87,43,166677
2018-08-17,208,52,8934,1040,520,104,52,166833
2018-08-18,184,46,11877,1386,693,92,46,166971
2018-08-19,136,34,8728,1021,510,68,34,167073
2018-08-20,185,46,7878,925,462,92,46,167212
2018-08-21,172,43,7320,861,430,86,43,167341
2018-08-22,161,40,6821,805,402,80,40,167462
2018-08-23,168,42,7128,843,421,84,42,167588
2018-08-24,194,48,8207,973,486,97,48,167734
2018-08-25,218,54,13770,1636,817,109,54,167898
2018-08-26,198,49,12512,1491,745,99,49,168047
2018-08-27,181,45,7584,906,453,90,45,168183
2018-08-28,201,50,8427,1009,504,100,50,168334
2018-08-29,184,46,7676,921,460,92,46,168472
2018-08-30,179,44,7474,899,449,89,44,168607
2018-08-31,171,42,7094,855,427,85,42,168736
2018-09-01,159,39,9906,1197,598,79,39,168856
2018-09-02,186,46,11525,1395,697,93,46,168996
2018-09-03,196,49,8109,984,492,98,49,169143
2018-09-04,192,48,7895,960,480,96,48,169287
2018-09-05,185,46,7631,929,464,92,46,169426
2018-09-06,175,43,7200,878,439,87,43,169558
2018-09-07,206,51,8425,1030,515,103,51,169713
2018-09-08,168,42,10333,1264,631,84,42,169839
2018-09-09,209,52,12810,1570,784,104,52,169996
2018-09-10,175,43,7123,875,437,87,43,170128
2018-09-11,180,45,7314,900,450,90,45,170263
2018-09-12,166,41,6743,831,415,83,41,170388
2018-09-13,185,46,7500,925,462,92,46,170527
2018-09-14,214,53,8659,1070,535,107,53,170688
2018-09-15,205,51,12437,1537,768,102,51,170842
2018-09-16,214,53,12977,1606,802,107,53,171003
2018-09-17,205,51,8287,1027,513,102,51,171157
2018-09-18,173,43,7003,869,434,86,43,171287
2018-09-19,189,47,7609,945,472,94,47,171429
2018-09-20,180,45,7253,902,451,90,45,171564
2018-09-21,221,55,8911,1109,554,110,55,171730
2018-09-22,172,43,10383,1293,646,86,43,171859
2018-09-23,213,53,12848,1600,799,106,53,172019
2018-09-24,213,53,8564,1068,534,106,53,172179
2018-09-25,232,58,9301,1160,580,116,58,172353
2018-09-26,188,47,7541,941,470,94,47,172494
2018-09-27,210,52,8425,1052,526,105,52,172652
2018-09-28,241,60,9661,1207,603,120,60,172833
2018-09-29,184,46,11075,1383,691,92,46,172971
2018-09-30,166,41,9995,1248,624,83,41,173096
2018-10-01,159,39,6395,799,399,79,39,173216
2018-10-02,211,52,8442,1055,527,105,52,173375
2018-10-03,160,40,6400,800,400,80,40,173495
2018-10-04,189,47,7597,949,474,94,47,173637
2018-10-05,205,51,8242,1029,514,102,51,173791
2018-10-06,201,50,12075,1507,753,100,50,173942
2018-10-07,205,51,12371,1543,771,102,51,174096
2018-10-08,202,50,8094,1010,505,101,50,174248
2018-10-09,223,55,8941,1115,557,111,55,174416
2018-10-10,179,44,7180,895,447,89,44,174551
2018-10-11,184,46,7408,923,461,92,46,174689
2018-10-12,182,45,7341,914,457,91,45,174826
2018-10-13,214,53,12942,1609,804,107,53,174987
2018-10-14,216,54,13045,1621,810,108,54,175149
2018-10-15,207,51,8350,1037,518,103,51,175305
2018-10-16,222,55,8949,1110,555,111,55,175472
2018-10-17,175,43,7071,876,438,87,43,175604
2018-10-18,231,57,9368,1159,579,115,57,175778
2018-10-19,229,57,9269,1146,573,114,57,175950
2018-10-20,213,53,12977,1602,801,106,53,176110
2018-10-21,234,58,14268,1759,879,117,58,176286
2018-10-22,166,41,6749,831,415,83,41,176411
2018-10-23,188,47,7680,944,472,94,47,176552
2018-10-24,184,46,7525,924,462,92,46,176690
2018-10-25,213,53,8728,1069,534,106,53,176850
2018-10-26,178,44,7302,893,446,89,44,176984
2018-10-27,214,53,13196,1611,805,107,53,177145
2018-10-28,227,56,13981,1704,852,113,56,177316
2018-10-29,213,53,8787,1069,534,106,53,177476
2018-10-30,205,51,8464,1028,514,102,51,177630
2018-10-31,180,45,7433,901,450,90,45,177765
2018-11-01,183,45,7565,915,457,91,45,177903
2018-11-02,224,56,9316,1124,562,112,56,178071
2018-11-03,215,53,13420,1615,807,107,53,178233
2018-11-04,199,49,12428,1494,747,99,49,178383
2018-11-05,191,47,7989,958,479,95,47,178527
2018-11-06,159,39,6663,797,398,79,39,178647
2018-11-07,178,44,7479,892,446,89,44,178781
2018-11-08,238,59,10001,1191,595,119,59,178960
2018-11-09,174,43,7339,871,435,87,43,179091
2018-11-10,203,50,12898,1527,763,101,50,179244
2018-11-11,220,55,13969,1650,825,110,55,179409
2018-11-12,174,43,7418,874,437,87,43,179540
2018-11-13,203,50,8662,1018,509,101,50,179693
2018-11-14,218,54,9328,1093,546,109,54,179857
2018-11-15,200,50,8562,1001,500,100,50,180007
2018-11-16,257,64,11036,1286,643,128,64,180200
2018-11-17,166,41,10748,1249,624,83,41,180325
2018-11-18,221,55,14307,1657,828,110,55,180491
2018-11-19,196,49,8501,982,491,98,49,180638
2018-11-20,215,53,9345,1077,538,107,53,180800
2018-11-21,208,52,9086,1044,522,104,52,180956
2018-11-22,185,46,8088,926,463,92,46,181095
2018-11-23,204,51,8955,1022,511,102,51,181248
2018-11-24,162,40,10726,1221,610,81,40,181370
2018-11-25,212,53,14012,1590,795,106,53,181529
2018-11-26,205,51,9101,1029,514,102,51,181683
2018-11-27,212,53,9432,1063,531,106,53,181842
2018-11-28,221,55,9836,1105,552,110,55,182008
2018-11-29,207,51,9251,1036,518,103,51,182164
2018-11-30,202,50,9085,1014,507,101,50,182316
2018-12-01,182,45,12285,1366,682,91,45,182453
2018-12-02,185,46,12554,1392,696,92,46,182592
2018-12-03,223,55,10114,1118,559,111,55,182760
2018-12-04,228,57,10375,1143,571,114,57,182931
2018-12-05,195,48,8885,976,488,97,48,183078
2018-12-06,200,50,9176,1004,502,100,50,183228
2018-12-07,181,45,8336,909,454,90,45,183364
2018-12-08,223,55,15412,1675,837,111,55,183532
2018-12-09,213,53,14763,1599,799,106,53,183692
2018-12-10,238,59,11058,1194,597,119,59,183871
2018-12-11,182,45,8475,912,456,91,45,184008
2018-12-12,192,48,8971,962,481,96,48,184152
2018-12-13,204,51,9573,1023,511,102,51,184305
2018-12-14,212,53,9996,1064,532,106,53,184464
2018-12-15,195,48,13829,1467,733,97,48,184611
2018-12-16,182,45,12945,1368,684,91,45,184748
2018-12-17,217,54,10325,1088,544,108,54,184911
2018-12-18,214,53,10209,1072,536,107,53,185072
2018-12-19,181,45,8679,908,454,90,45,185208
2018-12-20,227,56,10889,1135,567,113,56,185379
2018-12-21,223,55,10749,1117,558,111,55,185547
2018-12-22,202,50,14680,1519,759,101,50,185699
2018-12-23,201,50,14651,1510,754,100,50,185850
2018-12-24,211,52,10264,1055,527,105,52,186009
2018-12-25,182,45,8918,913,456,91,45,186146
2018-12-26,200,50,9823,1003,501,100,50,186296
2018-12-27,156,39,7712,784,392,78,39,186413
2018-12-28,217,54,10726,1087,543,108,54,186576
2018-12-29,168,42,12526,1264,631,84,42,186702
2018-12-30,230,57,17135,1725,862,115,57,186875
2018-12-31,193,48,9635,966,483,96,48,187020
2019-01-01,195,48,9788,978,489,97,48,187167
2019-01-02,187,46,9404,937,468,93,46,187308
2019-01-03,194,48,9777,971,485,97,48,187454
2019-01-04,228,57,11535,1141,570,114,57,187625
2019-01-05,150,37,11423,1126,562,75,37,187738
2019-01-06,225,56,17204,1690,844,112,56,187907
2019-01-07,206,51,10551,1033,516,103,51,188062
2019-01-08,175,43,9003,879,439,87,43,188194
2019-01-09,178,44,9169,892,446,89,44,188328
2019-01-10,233,58,12036,1167,583,116,58,188503
2019-01-11,181,45,9364,905,452,90,45,188639
2019-01-12,176,44,13768,1326,663,88,44,188771
2019-01-13,222,55,17390,1669,834,111,55,188938
2019-01-14,206,51,10796,1033,516,103,51,189093
2019-01-15,181,45,9494,906,453,90,45,189229
2019-01-16,204,51,10737,1021,510,102,51,189382
2019-01-17,179,44,9462,897,448,89,44,189517
2019-01-18,222,55,11740,1110,555,111,55,189684
2019-01-19,221,55,17603,1659,829,110,55,189850
2019-01-20,210,52,16813,1579,789,105,52,190008
2019-01-21,207,51,11060,1036,518,103,51,190164
2019-01-22,235,58,12592,1176,588,117,58,190341
2019-01-23,199,49,10738,999,499,99,49,190491
2019-01-24,176,44,9498,881,440,88,44,190623
2019-01-25,208,52,11288,1044,522,104,52,190779
2019-01-26,241,60,19641,1812,906,120,60,190960
2019-01-27,179,44,14644,1347,673,89,44,191095
2019-01-28,192,48,10502,963,481,96,48,191239
2019-01-29,208,52,11381,1041,520,104,52,191395
2019-01-30,198,49,10898,994,497,99,49,191544
2019-01-31,180,45,9907,901,450,90,45,191679
2019-02-01,222,55,12252,1112,556,111,55,191846
2019-02-02,246,61,20414,1848,924,123,61,192031
2019-02-03,203,50,16939,1528,763,101,50,192184
2019-02-04,181,45,10099,909,454,90,45,192320
2019-02-05,169,42,9408,845,422,84,42,192447
2019-02-06,205,51,11448,1025,512,102,51,192601
2019-02-07,222,55,12423,1110,555,111,55,192768
2019-02-08,209,52,11749,1047,523,104,52,192925
2019-02-09,199,49,16861,1498,748,99,49,193075
2019-02-10,188,47,15908,1411,705,94,47,193216
